Time,ID,Position,Load
0:00:00.146871,1,2679,0.0
0:00:00.146871,2,2651,0.0
0:00:00.146871,3,2671,0.0
0:00:00.146871,4,2669,0.0
0:00:00.146871,5,2647,0.0
0:00:00.146871,6,2681,0.0
0:00:00.991011,1,2679,0.0
0:00:00.991011,2,2651,0.0
0:00:00.991011,3,2671,0.0
0:00:00.991011,4,2669,0.0
0:00:00.991011,5,2647,0.0
0:00:00.991011,6,2681,0.0
0:00:01.843333,1,2680,0.0
0:00:01.843333,2,2651,0.0
0:00:01.843333,3,2671,0.0
0:00:01.843333,4,2669,0.0
0:00:01.843333,5,2647,0.0
0:00:01.843333,6,2681,0.0
0:00:02.677080,1,2679,0.0
0:00:02.677080,2,2651,0.0
0:00:02.677080,3,2671,0.0
0:00:02.677080,4,2669,0.0
0:00:02.677080,5,2647,0.0
0:00:02.677080,6,2681,0.0
0:00:03.530343,1,2680,0.0
0:00:03.530343,2,2651,0.0
0:00:03.530343,3,2671,0.0
0:00:03.530343,4,2669,0.0
0:00:03.530343,5,2647,0.0
0:00:03.530343,6,2681,0.0
0:00:04.386871,1,2679,0.0
0:00:04.386871,2,2651,0.0
0:00:04.386871,3,2671,0.0
0:00:04.386871,4,2669,0.0
0:00:04.386871,5,2647,0.0
0:00:04.386871,6,2681,0.0
0:00:05.231077,1,2680,0.0
0:00:05.231077,2,2651,0.0
0:00:05.231077,3,2671,0.0
0:00:05.231077,4,2669,0.0
0:00:05.231077,5,2647,0.0
0:00:05.231077,6,2681,0.0
0:00:06.074686,1,2679,0.0
0:00:06.074686,2,2651,0.0
0:00:06.074686,3,2671,0.0
0:00:06.074686,4,2669,0.0
0:00:06.074686,5,2647,0.0
0:00:06.074686,6,2681,0.0
0:00:06.923896,1,2679,0.0
0:00:06.923896,2,2651,0.0
0:00:06.923896,3,2671,0.0
0:00:06.923896,4,2669,0.0
0:00:06.923896,5,2647,0.0
0:00:06.923896,6,2681,0.0
0:00:07.779932,1,2680,0.0
0:00:07.779932,2,2651,0.0
0:00:07.779932,3,2671,0.0
0:00:07.779932,4,2669,0.0
0:00:07.779932,5,2647,0.0
0:00:07.779932,6,2681,0.0
0:00:08.874113,1,2147,1.3533581700000001
0:00:08.874113,2,2157,2.42884809
0:00:08.874113,3,2163,3.10102929
0:00:08.874113,4,2164,3.0562172100000002
0:00:08.874113,5,2192,6.282686969999999
0:00:08.874113,6,2147,1.17410985
0:00:09.383113,1,2147,1.3085460899999999
0:00:09.383113,2,2157,2.51847225
0:00:09.383113,3,2163,3.32508969
0:00:09.383113,4,2164,3.3699017700000002
0:00:09.383113,5,2192,6.954868169999998
0:00:09.383113,6,2147,1.12929777
0:00:10.653453,1,2147,1.17410985
0:00:10.653453,2,2157,2.83215681
0:00:10.653453,3,2163,3.90764673
0:00:10.653453,4,2164,3.90764673
0:00:10.653453,5,2192,8.74735137
0:00:10.653453,6,2147,0.9500494500000001
0:00:11.151102,1,2148,1.21892193
0:00:11.151102,2,2157,2.9665930499999997
0:00:11.151102,3,2163,4.08689505
0:00:11.151102,4,2164,4.17651921
0:00:11.151102,5,2192,9.41953257
0:00:11.151102,6,2148,0.9948615300000001
0:00:11.639985,1,2148,1.12929777
0:00:11.639985,2,2157,3.0562172100000002
0:00:11.639985,3,2163,4.3557675300000005
0:00:11.639985,4,2164,4.3557675300000005
0:00:11.639985,5,2192,10.136525849999998
0:00:11.639985,6,2148,0.9500494500000001
0:00:12.125674,1,2148,1.12929777
0:00:12.125674,2,2157,3.19065345
0:00:12.125674,3,2163,4.53501585
0:00:12.125674,4,2164,4.62464001
0:00:12.125674,5,2192,10.763894969999999
0:00:12.125674,6,2149,0.9948615300000001
0:00:12.838662,1,2503,7.537425209999999
0:00:12.838662,2,2452,10.04690169
0:00:12.838662,3,2438,7.9407339299999995
0:00:12.838662,4,2432,10.04690169
0:00:12.838662,5,2434,7.761485609999999
0:00:12.838662,6,2385,13.90074057
0:00:13.703654,1,2684,0.77080113
0:00:13.703654,2,2661,1.6670427300000001
0:00:13.703654,3,2664,0.63636489
0:00:13.703654,4,2659,0.77080113
0:00:13.703654,5,2621,0.77080113
0:00:13.703654,6,2684,0.59155281
0:00:14.566202,1,2684,0.8604252900000001
0:00:14.566202,2,2661,2.2944118499999995
0:00:14.566202,3,2666,0.68117697
0:00:14.566202,4,2663,1.12929777
0:00:14.566202,5,2638,0.81561321
0:00:14.566202,6,2684,0.77080113
0:00:15.352432,1,2683,0.0
0:00:15.352432,2,2656,0.0
0:00:15.352432,3,2668,0.0
0:00:15.352432,4,2665,0.0
0:00:15.352432,5,2646,0.0
0:00:15.352432,6,2683,0.0
0:00:16.211778,1,2683,0.0
0:00:16.211778,2,2655,0.0
0:00:16.211778,3,2668,0.0
0:00:16.211778,4,2664,0.0
0:00:16.211778,5,2646,0.0
0:00:16.211778,6,2683,0.0
0:00:17.060429,1,2683,0.0
0:00:17.060429,2,2655,0.0
0:00:17.060429,3,2668,0.0
0:00:17.060429,4,2665,0.0
0:00:17.060429,5,2646,0.0
0:00:17.060429,6,2683,0.0
0:00:17.918451,1,2683,0.0
0:00:17.918451,2,2655,0.0
0:00:17.918451,3,2668,0.0
0:00:17.918451,4,2664,0.0
0:00:17.918451,5,2646,0.0
0:00:17.918451,6,2683,0.0
0:00:18.777857,1,2683,0.0
0:00:18.777857,2,2655,0.0
0:00:18.777857,3,2668,0.0
0:00:18.777857,4,2665,0.0
0:00:18.777857,5,2646,0.0
0:00:18.777857,6,2683,0.0
0:00:19.634761,1,2683,0.0
0:00:19.634761,2,2655,0.0
0:00:19.634761,3,2668,0.0
0:00:19.634761,4,2664,0.0
0:00:19.634761,5,2646,0.0
0:00:19.634761,6,2683,0.0
0:00:20.491514,1,2682,0.0
0:00:20.491514,2,2655,0.0
0:00:20.491514,3,2668,0.0
0:00:20.491514,4,2665,0.0
0:00:20.491514,5,2646,0.0
0:00:20.491514,6,2683,0.0
0:00:21.341303,1,2682,0.0
0:00:21.341303,2,2655,0.0
0:00:21.341303,3,2668,0.0
0:00:21.341303,4,2664,0.0
0:00:21.341303,5,2646,0.0
0:00:21.341303,6,2683,0.0
0:00:22.193823,1,2682,0.0
0:00:22.193823,2,2655,0.0
0:00:22.193823,3,2668,0.0
0:00:22.193823,4,2665,0.0
0:00:22.193823,5,2646,0.0
0:00:22.193823,6,2683,0.0
0:00:23.044361,1,2682,0.0
0:00:23.044361,2,2655,0.0
0:00:23.044361,3,2668,0.0
0:00:23.044361,4,2665,0.0
0:00:23.044361,5,2646,0.0
0:00:23.044361,6,2683,0.0
0:00:23.904573,1,2682,0.0
0:00:23.904573,2,2655,0.0
0:00:23.904573,3,2668,0.0
0:00:23.904573,4,2664,0.0
0:00:23.904573,5,2646,0.0
0:00:23.904573,6,2683,0.0
0:00:24.760163,1,2682,0.0
0:00:24.760163,2,2655,0.0
0:00:24.760163,3,2668,0.0
0:00:24.760163,4,2664,0.0
0:00:24.760163,5,2646,0.0
0:00:24.760163,6,2683,0.0
0:00:25.615736,1,2682,0.0
0:00:25.615736,2,2655,0.0
0:00:25.615736,3,2668,0.0
0:00:25.615736,4,2664,0.0
0:00:25.615736,5,2646,0.0
0:00:25.615736,6,2683,0.0
0:00:26.472038,1,2682,0.0
0:00:26.472038,2,2655,0.0
0:00:26.472038,3,2668,0.0
0:00:26.472038,4,2664,0.0
0:00:26.472038,5,2646,0.0
0:00:26.472038,6,2683,0.0
0:00:27.327531,1,2682,0.0
0:00:27.327531,2,2655,0.0
0:00:27.327531,3,2668,0.0
0:00:27.327531,4,2665,0.0
0:00:27.327531,5,2646,0.0
0:00:27.327531,6,2683,0.0
0:00:28.178523,1,2682,0.0
0:00:28.178523,2,2655,0.0
0:00:28.178523,3,2668,0.0
0:00:28.178523,4,2665,0.0
0:00:28.178523,5,2646,0.0
0:00:28.178523,6,2683,0.0
0:00:29.031515,1,2682,0.0
0:00:29.031515,2,2655,0.0
0:00:29.031515,3,2668,0.0
0:00:29.031515,4,2665,0.0
0:00:29.031515,5,2646,0.0
0:00:29.031515,6,2683,0.0
0:00:29.887512,1,2682,0.0
0:00:29.887512,2,2655,0.0
0:00:29.887512,3,2668,0.0
0:00:29.887512,4,2665,0.0
0:00:29.887512,5,2646,0.0
0:00:29.887512,6,2683,0.0
0:00:30.735410,1,2682,0.0
0:00:30.735410,2,2655,0.0
0:00:30.735410,3,2668,0.0
0:00:30.735410,4,2665,0.0
0:00:30.735410,5,2646,0.0
0:00:30.735410,6,2683,0.0
0:00:31.589446,1,2682,0.0
0:00:31.589446,2,2655,0.0
0:00:31.589446,3,2668,0.0
0:00:31.589446,4,2664,0.0
0:00:31.589446,5,2646,0.0
0:00:31.589446,6,2683,0.0
0:00:32.445152,1,2682,0.0
0:00:32.445152,2,2655,0.0
0:00:32.445152,3,2668,0.0
0:00:32.445152,4,2664,0.0
0:00:32.445152,5,2646,0.0
0:00:32.445152,6,2683,0.0
0:00:33.299915,1,2682,0.0
0:00:33.299915,2,2655,0.0
0:00:33.299915,3,2668,0.0
0:00:33.299915,4,2664,0.0
0:00:33.299915,5,2646,0.0
0:00:33.299915,6,2683,0.0
0:00:34.156958,1,2682,0.0
0:00:34.156958,2,2655,0.0
0:00:34.156958,3,2668,0.0
0:00:34.156958,4,2664,0.0
0:00:34.156958,5,2646,0.0
0:00:34.156958,6,2683,0.0
0:00:35.010426,1,2682,0.0
0:00:35.010426,2,2655,0.0
0:00:35.010426,3,2668,0.0
0:00:35.010426,4,2665,0.0
0:00:35.010426,5,2646,0.0
0:00:35.010426,6,2683,0.0
0:00:35.868691,1,2682,0.0
0:00:35.868691,2,2655,0.0
0:00:35.868691,3,2668,0.0
0:00:35.868691,4,2665,0.0
0:00:35.868691,5,2646,0.0
0:00:35.868691,6,2683,0.0
0:00:36.726555,1,2682,0.0
0:00:36.726555,2,2655,0.0
0:00:36.726555,3,2668,0.0
0:00:36.726555,4,2664,0.0
0:00:36.726555,5,2646,0.0
0:00:36.726555,6,2683,0.0
0:00:37.570769,1,2682,0.0
0:00:37.570769,2,2655,0.0
0:00:37.570769,3,2668,0.0
0:00:37.570769,4,2665,0.0
0:00:37.570769,5,2646,0.0
0:00:37.570769,6,2683,0.0
0:00:38.431609,1,2682,0.0
0:00:38.431609,2,2655,0.0
0:00:38.431609,3,2668,0.0
0:00:38.431609,4,2665,0.0
0:00:38.431609,5,2646,0.0
0:00:38.431609,6,2683,0.0
0:00:39.289620,1,2682,0.0
0:00:39.289620,2,2655,0.0
0:00:39.289620,3,2668,0.0
0:00:39.289620,4,2665,0.0
0:00:39.289620,5,2646,0.0
0:00:39.289620,6,2683,0.0
0:00:40.145442,1,2682,0.0
0:00:40.145442,2,2655,0.0
0:00:40.145442,3,2668,0.0
0:00:40.145442,4,2665,0.0
0:00:40.145442,5,2646,0.0
0:00:40.145442,6,2683,0.0
0:00:41.001581,1,2682,0.0
0:00:41.001581,2,2655,0.0
0:00:41.001581,3,2668,0.0
0:00:41.001581,4,2665,0.0
0:00:41.001581,5,2646,0.0
0:00:41.001581,6,2683,0.0
0:00:41.859174,1,2682,0.0
0:00:41.859174,2,2655,0.0
0:00:41.859174,3,2668,0.0
0:00:41.859174,4,2664,0.0
0:00:41.859174,5,2646,0.0
0:00:41.859174,6,2683,0.0
0:00:42.696619,1,2682,0.0
0:00:42.696619,2,2655,0.0
0:00:42.696619,3,2668,0.0
0:00:42.696619,4,2665,0.0
0:00:42.696619,5,2646,0.0
0:00:42.696619,6,2683,0.0
0:00:43.548974,1,2682,0.0
0:00:43.548974,2,2655,0.0
0:00:43.548974,3,2668,0.0
0:00:43.548974,4,2664,0.0
0:00:43.548974,5,2646,0.0
0:00:43.548974,6,2683,0.0
0:00:44.399974,1,2682,0.0
0:00:44.399974,2,2655,0.0
0:00:44.399974,3,2668,0.0
0:00:44.399974,4,2665,0.0
0:00:44.399974,5,2646,0.0
0:00:44.399974,6,2683,0.0
0:00:45.253524,1,2682,0.0
