Time,ID,Position,Load
0:00:45.253524,2,2655,0.0
0:00:45.253524,3,2668,0.0
0:00:45.253524,4,2665,0.0
0:00:45.253524,5,2646,0.0
0:00:45.253524,6,2683,0.0
0:00:46.108013,1,2682,0.0
0:00:46.108013,2,2655,0.0
0:00:46.108013,3,2668,0.0
0:00:46.108013,4,2665,0.0
0:00:46.108013,5,2646,0.0
0:00:46.108013,6,2683,0.0
0:00:46.958254,1,2682,0.0
0:00:46.958254,2,2655,0.0
0:00:46.958254,3,2668,0.0
0:00:46.958254,4,2665,0.0
0:00:46.958254,5,2646,0.0
0:00:46.958254,6,2683,0.0
0:00:47.811874,1,2682,0.0
0:00:47.811874,2,2655,0.0
0:00:47.811874,3,2668,0.0
0:00:47.811874,4,2665,0.0
0:00:47.811874,5,2646,0.0
0:00:47.811874,6,2683,0.0
0:00:48.666227,1,2682,0.0
0:00:48.666227,2,2655,0.0
0:00:48.666227,3,2668,0.0
0:00:48.666227,4,2665,0.0
0:00:48.666227,5,2646,0.0
0:00:48.666227,6,2683,0.0
0:00:49.521538,1,2682,0.0
0:00:49.521538,2,2655,0.0
0:00:49.521538,3,2668,0.0
0:00:49.521538,4,2665,0.0
0:00:49.521538,5,2646,0.0
0:00:49.521538,6,2683,0.0
0:00:50.378532,1,2682,0.0
0:00:50.378532,2,2655,0.0
0:00:50.378532,3,2668,0.0
0:00:50.378532,4,2664,0.0
0:00:50.378532,5,2646,0.0
0:00:50.378532,6,2683,0.0
0:00:51.242653,1,2682,0.0
0:00:51.242653,2,2655,0.0
0:00:51.242653,3,2668,0.0
0:00:51.242653,4,2665,0.0
0:00:51.242653,5,2646,0.0
0:00:51.242653,6,2683,0.0
0:00:52.093455,1,2682,0.0
0:00:52.093455,2,2655,0.0
0:00:52.093455,3,2668,0.0
0:00:52.093455,4,2665,0.0
0:00:52.093455,5,2646,0.0
0:00:52.093455,6,2683,0.0
0:00:52.945168,1,2682,0.0
0:00:52.945168,2,2655,0.0
0:00:52.945168,3,2668,0.0
0:00:52.945168,4,2665,0.0
0:00:52.945168,5,2646,0.0
0:00:52.945168,6,2683,0.0
0:00:53.799995,1,2682,0.0
0:00:53.799995,2,2655,0.0
0:00:53.799995,3,2668,0.0
0:00:53.799995,4,2664,0.0
0:00:53.799995,5,2646,0.0
0:00:53.799995,6,2683,0.0
0:00:54.649899,1,2682,0.0
0:00:54.649899,2,2655,0.0
0:00:54.649899,3,2668,0.0
0:00:54.649899,4,2665,0.0
0:00:54.649899,5,2646,0.0
0:00:54.649899,6,2683,0.0
0:00:55.501775,1,2682,0.0
0:00:55.501775,2,2655,0.0
0:00:55.501775,3,2668,0.0
0:00:55.501775,4,2664,0.0
0:00:55.501775,5,2646,0.0
0:00:55.501775,6,2683,0.0
0:00:56.358376,1,2682,0.0
0:00:56.358376,2,2655,0.0
0:00:56.358376,3,2668,0.0
0:00:56.358376,4,2665,0.0
0:00:56.358376,5,2646,0.0
0:00:56.358376,6,2683,0.0
0:00:57.211930,1,2682,0.0
0:00:57.211930,2,2655,0.0
0:00:57.211930,3,2668,0.0
0:00:57.211930,4,2665,0.0
0:00:57.211930,5,2646,0.0
0:00:57.211930,6,2683,0.0
0:00:58.069539,1,2682,0.0
0:00:58.069539,2,2655,0.0
0:00:58.069539,3,2668,0.0
0:00:58.069539,4,2665,0.0
0:00:58.069539,5,2646,0.0
0:00:58.069539,6,2683,0.0
0:00:58.928580,1,2682,0.0
0:00:58.928580,2,2655,0.0
0:00:58.928580,3,2668,0.0
0:00:58.928580,4,2665,0.0
0:00:58.928580,5,2646,0.0
0:00:58.928580,6,2683,0.0
